ID,Age,Income,Kidhome,Teenhome,Children,Family_Size,Is_Parent,Days_Enrolled,Recency,Complain
10613,67,37334.0,1,1,2,4,1,4155,44,0
67,53,46423.0,1,1,2,3,1,4316,6,0
6019,54,37126.0,1,0,1,3,1,4123,9,0
5863,72,47703.0,0,1,1,3,1,4428,95,0
3717,66,61180.0,0,1,1,3,1,4099,70,0
6730,71,38998.0,1,1,2,4,1,4635,92,1
10749,34,8028.0,0,0,0,1,0,4681,62,0
4998,63,76081.0,0,0,0,2,0,4069,85,0
6287,39,34728.0,1,0,1,3,1,4366,2,0
5985,60,33168.0,0,1,1,2,1,4656,0,0
4754,59,33585.0,0,1,1,3,1,4309,91,0
4002,65,77037.0,0,1,1,3,1,4291,3,0
8870,41,35196.0,1,0,1,3,1,4625,68,0
966,59,44529.0,0,1,1,3,1,4391,98,0
4767,60,70924.0,0,0,0,2,0,4115,41,0
9725,59,28764.0,1,1,2,4,1,4056,16,0
4475,76,69098.0,0,0,0,2,0,4530,82,0
5740,55,25959.0,1,1,2,3,1,4532,1,0
5731,42,27100.0,1,0,1,3,1,4482,64,0
7290,40,70596.0,0,0,0,1,0,4664,68,0
3846,51,42557.0,0,1,1,3,1,4701,98,0
8104,74,53312.0,0,0,0,2,0,4356,32,0
4507,73,72228.0,0,0,0,1,0,4611,87,0
11013,38,67605.0,0,0,0,2,0,4487,84,0
4491,76,62845.0,1,1,2,4,1,4668,3,0
3759,67,65196.0,0,2,2,4,1,4371,34,0
1162,38,42000.0,0,0,0,1,0,4567,23,0
2055,52,35860.0,1,1,2,3,1,4073,37,0
10766,61,65526.0,0,1,1,3,1,4111,22,0
4415,64,16860.0,1,1,2,4,1,4687,19,0
3005,33,83528.0,0,0,0,1,0,4091,7,0
2223,60,64176.0,0,1,1,2,1,4727,52,0
4817,69,22304.0,0,0,0,1,0,4726,91,0
2875,47,67023.0,0,0,0,2,0,4149,93,1
10536,54,32892.0,1,0,1,3,1,4067,78,0
11112,59,70713.0,0,1,1,3,1,4605,23,0
3807,70,59925.0,0,1,1,3,1,4608,83,0
9197,72,39722.0,0,1,1,3,1,4157,92,0
10832,67,46610.0,0,0,0,2,0,4378,4,0
6421,64,88347.0,0,0,0,2,0,4393,32,0
4207,44,87171.0,0,0,0,2,0,4456,27,0
577,49,26907.0,1,1,2,4,1,4345,10,0
10855,57,50014.0,1,0,1,2,1,4190,9,0
3081,47,41014.0,1,0,1,3,1,4465,65,0
3535,60,66294.0,0,0,0,1,0,4136,68,0
247,54,36715.0,1,0,1,3,1,4621,16,0
8707,69,79456.0,0,0,0,2,0,4708,12,0
9523,43,40479.0,1,0,1,3,1,4348,95,0
6072,55,75345.0,0,0,0,1,0,4544,16,0
6295,48,54233.0,0,1,1,3,1,4542,46,0
10914,55,24163.0,1,1,2,3,1,4292,3,0
1509,67,84460.0,0,0,0,2,0,4573,80,0
5577,42,43776.0,1,0,1,3,1,4089,77,0
7348,67,71691.0,0,0,0,1,0,4136,0,0
1127,52,85844.0,0,0,0,2,0,4063,62,0
1833,51,39190.0,1,0,1,2,1,4096,91,0
4944,66,71367.0,0,0,0,2,0,4342,24,0
9080,53,38578.0,1,1,2,3,1,4404,2,0
6466,60,57236.0,1,1,2,4,1,4141,22,0
9964,46,61825.0,0,1,1,2,1,4358,56,0
4790,67,79803.0,0,1,1,2,1,4059,54,0
10245,39,80910.0,0,0,0,1,0,4638,71,0
1109,43,27590.0,1,0,1,3,1,4464,38,0
6001,46,56775.0,0,1,1,3,1,4575,62,0
5538,50,83829.0,0,0,0,1,0,4296,78,0
10552,46,54210.0,0,1,1,3,1,4437,18,0
1545,39,38508.0,1,0,1,3,1,4363,95,0
7409,55,53187.0,1,0,1,3,1,4278,66,0
4444,53,30023.0,1,0,1,3,1,4129,28,0
146,65,76045.0,0,0,0,1,0,4258,78,0
6271,73,50870.0,0,1,1,3,1,4042,13,0
10065,55,15315.0,0,0,0,2,0,4362,27,0
4741,51,65463.0,1,0,1,3,1,4182,17,0
246,60,66480.0,1,1,2,4,1,4061,71,0
375,71,76773.0,0,0,0,1,0,4521,79,0
1524,42,81698.0,0,0,0,1,0,4517,1,0
10022,52,54466.0,1,1,2,3,1,4172,78,0
7451,65,98777.0,0,0,0,1,0,4164,23,0
11010,41,16269.0,1,0,1,2,1,4335,75,0
4356,54,71819.0,0,1,1,3,1,4337,70,0
3885,42,33569.0,1,0,1,3,1,4288,10,0
1175,42,36262.0,0,0,0,2,0,4314,24,0
880,59,22634.0,0,0,0,2,0,4561,47,0
2320,47,47025.0,0,1,1,3,1,4322,98,0
850,57,70566.0,0,1,1,2,1,4298,4,0
4713,46,31605.0,1,0,1,3,1,4616,15,0
675,52,52034.0,1,1,2,3,1,4440,67,0
5025,46,48526.0,1,0,1,2,1,4219,32,0
2308,71,46734.0,0,1,1,3,1,4620,40,0
5995,63,39552.0,1,1,2,3,1,4590,54,0
6749,59,86358.0,1,1,2,3,1,4722,78,0
1010,48,46931.0,2,1,3,5,1,4098,94,0
8977,40,16581.0,0,0,0,1,0,4565,51,0
4756,73,63998.0,0,0,0,1,0,4223,42,0
3412,74,67381.0,0,1,1,3,1,4562,67,0
606,58,25930.0,1,1,2,3,1,4294,87,0
5961,47,42693.0,1,0,1,3,1,4054,29,0
2975,49,85606.0,0,1,1,3,1,4626,89,0
2894,40,72903.0,0,0,0,1,0,4275,74,0
7613,51,49669.0,1,0,1,3,1,4068,97,0
10542,57,36778.0,1,1,2,4,1,4725,63,0
8015,63,85696.0,0,0,0,1,0,4454,88,0
10617,36,10979.0,0,0,0,1,0,4070,34,0
11166,64,49678.0,0,1,1,3,1,4544,81,0
849,72,56129.0,0,1,1,3,1,4406,65,0
523,36,37155.0,1,0,1,3,1,4546,51,0
4066,47,21282.0,1,0,1,2,1,4081,76,0
8414,63,33419.0,0,1,1,2,1,4348,76,0
819,80,63285.0,0,0,0,1,0,4268,84,0
4961,51,21255.0,1,0,1,3,1,4191,56,0
749,44,42162.0,1,0,1,3,1,4254,31,0
5430,69,54450.0,1,1,2,4,1,4685,0,0
7755,71,57744.0,0,1,1,3,1,4261,91,0
10525,39,26576.0,1,0,1,2,1,4656,40,0
1453,82,57513.0,0,0,0,1,0,4390,59,0
8310,61,68142.0,0,1,1,3,1,4701,96,0
10710,46,7500.0,0,1,1,3,1,4701,61,0
5031,51,83145.0,0,0,0,2,0,4677,14,0
2613,65,54197.0,0,1,1,3,1,4119,16,0
213,62,23091.0,1,1,2,3,1,4064,98,0
967,49,46049.0,1,1,2,4,1,4375,11,0
1077,51,56715.0,0,0,0,2,0,4603,52,0
7959,64,79410.0,0,0,0,2,0,4063,19,0
640,74,57304.0,0,1,1,3,1,4507,61,0
4252,60,44375.0,0,1,1,3,1,4130,73,0
8432,69,54450.0,1,1,2,4,1,4685,0,0
6218,60,59594.0,0,1,1,3,1,4649,74,0
6905,31,80685.0,0,0,0,2,0,4708,55,0
5922,51,40344.0,0,1,1,3,1,4291,48,0
3598,53,62710.0,0,1,1,3,1,4434,53,0
6116,57,48985.0,0,1,1,3,1,4391,13,0
6263,57,35322.0,1,2,3,5,1,4708,34,0
10486,77,77142.0,0,0,0,2,0,4428,54,0
2410,56,81657.0,0,0,0,1,0,4190,69,0
193,29,14421.0,0,0,0,2,0,4164,81,0
3363,51,20130.0,0,0,0,2,0,4136,99,0
8278,35,74214.0,0,0,0,2,0,4704,3,0
10660,68,66726.0,1,1,2,4,1,4200,61,0
8686,46,23724.0,1,0,1,3,1,4569,65,0
1604,65,47353.0,0,1,1,3,1,4260,93,0
5907,73,33444.0,1,1,2,4,1,4635,24,0
10669,44,54386.0,0,1,1,3,1,4440,8,0
2918,44,28510.0,1,1,2,3,1,4474,72,0
5735,34,90638.0,0,0,0,1,0,4168,29,0
359,75,48070.0,0,1,1,3,1,4564,33,1
8387,68,43140.0,0,1,1,3,1,4572,68,0
1829,64,54959.0,0,1,1,2,1,4558,55,0
3839,67,15056.0,1,1,2,3,1,4454,76,0
9392,54,26954.0,1,0,1,2,1,4084,17,0
2292,40,22327.0,1,0,1,2,1,4363,94,0
10466,60,44393.0,1,1,2,4,1,4343,86,0
9855,73,62000.0,0,1,1,2,1,4340,25,0
4088,63,31497.0,0,1,1,3,1,4602,22,0
5231,51,45894.0,0,2,2,4,1,4154,15,0
590,55,78579.0,0,0,0,1,0,4586,35,0
8732,56,67369.0,0,1,1,2,1,4621,81,0
2315,65,58401.0,0,1,1,2,1,4102,55,0
3515,73,62307.0,0,1,1,2,1,4164,94,0
2245,56,43641.0,1,1,2,4,1,4465,50,0
6283,57,63841.0,0,1,1,2,1,4466,64,0
2246,60,46891.0,0,1,1,3,1,4333,91,0
6606,56,70091.0,1,0,1,3,1,4487,11,0
5545,53,78075.0,0,0,0,2,0,4117,72,0
7342,64,59184.0,0,1,1,2,1,4690,6,0
837,48,54809.0,1,1,2,4,1,4323,0,0
9500,66,58113.0,0,1,1,3,1,4552,66,1
3602,67,51412.0,0,1,1,3,1,4212,42,0
234,46,15287.0,1,0,1,2,1,4659,60,0
2995,68,66636.0,0,0,0,2,0,4348,64,0
1118,69,50965.0,0,1,1,3,1,4526,87,0
7789,60,84618.0,0,0,0,2,0,4251,96,0
3068,35,18351.0,0,0,0,2,0,4275,1,0
8955,68,40451.0,0,2,2,4,1,4165,54,0
945,60,36317.0,0,1,1,3,1,4435,53,0
5644,68,42213.0,0,1,1,3,1,4292,96,0
7192,70,65748.0,0,1,1,3,1,4472,58,1
2324,53,77044.0,0,1,1,3,1,4277,12,0
697,56,74918.0,0,0,0,2,0,4506,78,0
3439,53,56721.0,1,1,2,4,1,4638,64,0
1506,50,42160.0,1,1,2,3,1,4398,26,0
232,60,61559.0,0,1,1,2,1,4379,8,0
8876,62,33629.0,1,1,2,4,1,4722,49,0
4500,34,68682.0,0,0,0,2,0,4298,56,0
9739,62,34377.0,0,1,1,2,1,4558,55,0
10395,39,8940.0,1,0,1,2,1,4708,25,0
1176,52,26228.0,1,0,1,3,1,4312,50,0
1627,68,77297.0,0,0,0,1,0,4551,84,0
938,44,40211.0,1,1,2,4,1,4366,30,0
2740,67,33438.0,1,1,2,3,1,4312,81,0
257,66,75032.0,0,1,1,3,1,4459,74,0
4058,70,61284.0,0,0,0,1,0,4292,76,0
7736,39,22518.0,1,0,1,3,1,4647,36,0
8210,50,54730.0,0,1,1,3,1,4350,64,0
833,70,38452.0,1,1,2,4,1,4123,62,0
6230,54,44421.0,1,1,2,3,1,4531,53,0
7325,39,38197.0,1,0,1,3,1,4397,86,0
1307,47,41986.0,0,1,1,2,1,4172,15,0
1502,42,28427.0,1,0,1,3,1,4497,67,0
6211,49,37395.0,1,0,1,3,1,4090,47,0
843,54,64722.0,1,0,1,3,1,4066,47,0
4174,69,55249.0,0,1,1,3,1,4105,81,0
9757,53,84906.0,0,0,0,2,0,4300,98,0
6918,36,28691.0,1,0,1,3,1,4392,56,0
286,73,44213.0,1,1,2,3,1,4244,48,0
11086,41,25707.0,1,0,1,2,1,4194,18,0
1921,58,59062.0,2,1,3,5,1,4301,74,0
4138,63,76624.0,0,1,1,2,1,4068,68,0
7718,78,66000.0,0,0,0,2,0,4102,36,0
1291,47,27683.0,1,0,1,3,1,4726,90,0
6862,54,1730.0,0,0,0,1,0,4074,65,0
4136,33,7500.0,1,0,1,2,1,4605,63,0
803,57,40521.0,1,1,2,4,1,4482,82,0
4298,52,20427.0,1,0,1,3,1,4129,63,0
10833,50,65106.0,0,1,1,3,1,4068,55,0
9606,60,69969.0,0,0,0,2,0,4338,64,0
8534,73,67433.0,0,2,2,4,1,4380,51,0
5153,58,77766.0,0,1,1,3,1,4524,97,0
961,53,74716.0,0,1,1,3,1,4322,92,0
5011,62,68118.0,0,1,1,2,1,4286,51,0
6653,55,55158.0,1,1,2,4,1,4731,72,0
9094,70,62972.0,0,1,1,3,1,4727,39,0
810,50,74190.0,0,1,1,3,1,4080,49,0
5493,49,39356.0,1,1,2,4,1,4134,21,0
2147,56,76653.0,0,0,0,2,0,4349,91,0
5107,52,35860.0,1,1,2,3,1,4073,37,0
3979,42,90687.0,0,0,0,1,0,4435,98,0
6049,43,73450.0,0,0,0,2,0,4238,85,0
8147,65,31454.0,1,1,2,4,1,4390,40,0
1857,73,47139.0,1,1,2,3,1,4147,2,0
3910,50,83829.0,0,0,0,1,0,4296,78,0
5207,62,53378.0,1,1,2,4,1,4675,41,0
11114,55,19656.0,1,0,1,3,1,4538,94,0
5429,77,45579.0,0,1,1,3,1,4345,10,0
9400,67,85485.0,0,0,0,1,0,4040,73,0
1740,81,55956.0,0,0,0,2,0,4115,22,0
7488,62,64191.0,0,1,1,2,1,4555,30,0
195,53,38808.0,1,0,1,2,1,4704,21,0
635,59,57183.0,1,1,2,4,1,4499,51,0
7527,57,23748.0,1,0,1,2,1,4617,97,0
10319,54,66303.0,0,1,1,3,1,4520,56,0
2296,50,37368.0,1,0,1,3,1,4227,4,0
10637,61,40800.0,1,2,3,5,1,4576,77,1
2931,47,71847.0,0,0,0,1,0,4678,95,0
907,50,46149.0,0,1,1,3,1,4244,36,0
3698,42,78687.0,0,0,0,2,0,4721,13,0
9516,54,49118.0,0,0,0,1,0,4712,90,0
679,68,37633.0,1,1,2,4,1,4679,49,0
7384,74,39767.0,0,0,0,2,0,4375,18,0
5043,74,26997.0,0,0,0,2,0,4633,89,0
5267,55,33986.0,1,0,1,2,1,4504,43,0
339,53,57091.0,0,1,1,3,1,4615,82,0
2516,56,46831.0,1,1,2,4,1,4418,84,0
9010,53,83151.0,0,0,0,2,0,4536,80,0
378,54,52531.0,0,0,0,2,0,4578,68,0
4808,69,15759.0,0,0,0,2,0,4329,12,0
5068,54,22804.0,1,0,1,2,1,4365,75,0
7628,52,43050.0,1,0,1,3,1,4135,10,0
7128,48,42997.0,1,1,2,3,1,4236,91,0
2811,62,48918.0,1,1,2,3,1,4110,21,0
3551,71,60033.0,0,1,1,3,1,4124,28,0
1663,47,34043.0,1,0,1,3,1,4279,97,0
5543,59,57811.0,0,1,1,3,1,4402,49,0
1577,79,78569.0,0,0,0,2,0,4162,14,0
10641,47,7500.0,1,1,2,3,1,4581,5,0
5336,54,157733.0,1,0,1,3,1,4422,37,0
6024,72,94384.0,0,0,0,2,0,4514,62,0
1878,40,23148.0,0,0,0,2,0,4163,83,0
3099,55,44267.0,1,1,2,3,1,4521,48,0
6055,46,71626.0,0,0,0,2,0,4637,94,0
5841,59,60894.0,0,1,1,3,1,4398,61,0
3972,49,50200.0,1,1,2,4,1,4484,70,0
4394,60,81051.0,0,0,0,2,0,4069,43,0
5758,43,65169.0,0,0,0,2,0,4198,23,0
6658,53,59868.0,0,1,1,3,1,4374,37,0
4603,65,65695.0,0,1,1,3,1,4181,50,0
8427,69,64857.0,0,0,0,1,0,4615,78,0
10260,60,45143.0,0,1,1,3,1,4339,74,0
7143,70,74805.0,0,1,1,3,1,4267,14,0
8789,36,59060.0,1,0,1,3,1,4201,77,0
6197,63,27238.0,1,1,2,3,1,4467,39,0
4554,60,47009.0,0,1,1,3,1,4303,89,0
4937,52,46094.0,1,1,2,4,1,4051,62,0
1920,53,40321.0,1,1,2,4,1,4367,59,0
8749,41,37235.0,1,0,1,3,1,4180,68,0
1650,65,81843.0,0,0,0,2,0,4465,13,0
10377,67,46692.0,0,1,1,3,1,4420,37,0
9206,57,77382.0,0,1,1,3,1,4205,36,0
10971,48,37774.0,2,0,2,3,1,4696,28,1
6398,51,18393.0,1,0,1,3,1,4124,2,0
9212,63,72828.0,0,1,1,3,1,4532,17,0
7937,43,24711.0,0,0,0,2,0,4104,86,0
839,50,45503.0,1,0,1,3,1,4309,54,0
4246,43,6560.0,0,0,0,1,0,4231,2,0
158,80,71604.0,0,0,0,2,0,4256,3,0
4832,46,27244.0,1,0,1,3,1,4146,84,0
5621,56,48752.0,1,1,2,4,1,4596,8,0
1945,63,71434.0,0,1,1,3,1,4316,4,0
5147,77,90842.0,0,0,0,1,0,4367,57,0
2535,47,88097.0,1,0,1,3,1,4712,24,0
11039,50,51948.0,0,1,1,3,1,4317,51,0
9495,43,71853.0,0,0,0,2,0,4449,29,0
9635,42,35876.0,0,0,0,2,0,4102,13,0
2173,73,40049.0,0,1,1,2,1,4288,23,0
942,43,39660.0,1,0,1,2,1,4722,36,0
9386,63,50127.0,0,1,1,3,1,4063,88,0
5510,48,43263.0,0,1,1,3,1,4617,2,0
873,76,62845.0,1,1,2,4,1,4668,3,0
2253,35,18929.0,0,0,0,2,0,4530,15,0
5181,43,24367.0,1,0,1,2,1,4498,58,0
979,50,33249.0,1,0,1,2,1,4526,11,0
10390,66,26887.0,0,1,1,3,1,4536,27,0
4698,42,50150.0,0,0,0,2,0,4406,32,0
7793,49,62061.0,0,1,1,3,1,4334,12,0
1745,63,85696.0,0,0,0,1,0,4454,88,0
10590,69,76542.0,0,0,0,2,0,4488,91,0
5080,32,70515.0,0,0,0,1,0,4283,12,0
8369,38,18227.0,1,0,1,3,1,4630,21,0
5232,60,69139.0,0,1,1,3,1,4185,23,0
2407,43,69109.0,0,0,0,2,0,4629,10,0
3834,63,69627.0,0,1,1,2,1,4501,35,0
7912,47,38136.0,1,0,1,3,1,4465,69,0
7712,79,62159.0,0,0,0,1,0,4094,68,0
1065,62,80695.0,0,0,0,1,0,4214,85,0
7275,54,33316.0,1,1,2,3,1,4300,34,0
1343,57,58554.0,1,1,2,4,1,4673,55,0
1384,33,17256.0,1,0,1,3,1,4250,10,0
9967,51,53034.0,1,1,2,3,1,4427,30,0
6181,75,52203.0,0,0,0,2,0,4730,36,0
10507,48,59601.0,0,1,1,2,1,4371,14,0
2674,67,75154.0,0,1,1,2,1,4695,79,0
2698,49,47025.0,0,1,1,2,1,4266,52,0
3231,52,37971.0,1,0,1,3,1,4248,97,0
4096,57,41335.0,1,0,1,2,1,4217,24,0
10476,67,67267.0,0,1,1,3,1,4079,0,0
5948,50,57338.0,0,1,1,2,1,4093,96,0
9140,65,50523.0,1,1,2,4,1,4218,89,0
10258,60,35791.0,2,1,3,4,1,4451,94,0
5675,65,50611.0,0,1,1,2,1,4665,98,0
4743,56,56242.0,0,1,1,3,1,4515,72,0
8805,65,48904.0,0,1,1,2,1,4606,1,0
1542,50,56243.0,1,2,3,4,1,4213,26,0
6770,40,21355.0,1,0,1,3,1,4345,5,0
8773,54,57420.0,0,1,1,3,1,4401,22,0
10475,55,51381.5,0,1,1,3,1,4486,39,0
10420,70,46390.0,0,1,1,2,1,4087,56,0
7514,69,54342.0,1,1,2,4,1,4393,74,0
2902,67,51381.5,1,1,2,4,1,4696,87,0
4345,61,51381.5,1,1,2,3,1,4200,49,0
793,52,20895.0,1,0,1,3,1,4663,24,0
10909,77,92344.0,0,0,0,2,0,4197,9,0
3769,53,51381.5,1,0,1,3,1,4151,17,0
8702,49,26907.0,1,1,2,4,1,4345,10,0
4791,45,44964.0,1,1,2,4,1,4592,35,0
2963,46,75507.0,0,0,0,2,0,4090,56,0
8216,53,53761.0,1,1,2,4,1,4293,7,0
8140,52,22682.0,1,0,1,3,1,4301,51,0
10146,53,38887.0,1,0,1,3,1,4151,17,0
5289,50,41658.0,1,1,2,3,1,4629,30,0
2587,53,29791.0,1,0,1,3,1,4077,21,0
4405,69,63915.0,0,2,2,4,1,4366,2,0
8663,51,39996.0,1,1,2,3,1,4070,85,0
2589,53,26759.0,1,0,1,2,1,4174,65,0
3421,57,63841.0,0,1,1,2,1,4466,64,0
10490,56,51039.0,1,1,2,4,1,4598,11,0
4094,64,60544.0,1,1,2,4,1,4705,92,0
9958,53,65685.0,0,1,1,3,1,4124,54,0
2534,72,37716.0,0,1,1,3,1,4101,4,0
4188,68,36864.0,0,1,1,2,1,4717,53,0
6613,55,44511.0,1,0,1,3,1,4657,39,0
10827,58,36947.0,1,1,2,4,1,4723,49,0
5491,74,47352.0,0,1,1,3,1,4476,70,0
8402,72,67087.0,0,1,1,3,1,4226,40,0
8783,75,57045.0,0,1,1,3,1,4691,40,0
10010,72,36957.0,1,1,2,3,1,4693,43,0
618,48,69389.0,0,1,1,3,1,4671,17,0
9121,53,80134.0,1,0,1,3,1,4437,40,0
361,56,43142.0,1,1,2,4,1,4163,84,0
4310,81,80589.0,0,0,0,2,0,4190,25,0
2678,35,34412.0,1,0,1,2,1,4533,62,0
6376,46,57537.0,1,0,1,2,1,4416,83,0
524,59,22634.0,0,0,0,2,0,4561,47,0
10341,77,51315.0,0,0,0,2,0,4158,45,0
5654,53,36026.0,2,1,3,5,1,4137,34,0
4098,52,24639.0,1,1,2,4,1,4184,3,0
5824,53,34578.0,2,1,3,5,1,4111,1,0
7000,53,65704.0,0,0,0,1,0,4291,18,0
2561,59,63810.0,0,1,1,2,1,4627,45,0
5229,56,54132.0,0,1,1,3,1,4165,81,0
4086,66,18690.0,0,0,0,2,0,4580,77,0
2428,55,28164.0,1,0,1,3,1,4453,23,0
8254,51,34596.0,1,0,1,3,1,4474,48,0
2836,53,43269.0,1,0,1,3,1,4318,61,0
8418,67,38741.0,1,1,2,3,1,4123,60,0
1362,53,31907.0,0,0,0,1,0,4514,75,0
7152,42,27100.0,1,0,1,3,1,4482,64,0
10033,52,31163.0,1,0,1,2,1,4168,54,0
9349,40,92533.0,0,0,0,2,0,4224,84,0
274,52,34853.0,1,1,2,3,1,4220,75,0
3388,58,70844.0,1,1,2,3,1,4274,16,0
922,46,31086.0,1,1,2,4,1,4453,79,0
8588,64,60544.0,1,1,2,4,1,4705,92,0
2518,39,20491.0,0,0,0,2,0,4552,16,0
574,61,42523.0,0,0,0,2,0,4099,96,0
3220,42,39922.0,1,0,1,3,1,4532,30,0
5967,73,33402.0,1,1,2,4,1,4378,60,0
1183,76,36408.0,1,1,2,4,1,4313,11,0
6856,46,21645.0,1,0,1,3,1,4696,75,0
4530,77,78427.0,0,0,0,1,0,4645,36,0
1553,79,82657.0,0,0,0,2,0,4307,71,0
4682,67,51876.0,0,0,0,2,0,4289,88,0
8204,54,78041.0,0,0,0,2,0,4592,93,0
5221,68,52852.0,0,1,1,3,1,4607,93,0
1232,43,70038.0,0,0,0,2,0,4279,54,0
1927,52,69401.0,0,1,1,3,1,4130,41,0
5788,53,46053.0,1,0,1,3,1,4529,46,0
6652,60,77343.0,0,0,0,2,0,4052,28,0
6246,72,73892.0,0,0,0,1,0,4260,40,0
5975,58,40304.0,1,0,1,2,1,4304,82,0
6875,60,32727.0,0,0,0,2,0,4702,38,0
4399,56,68695.0,0,0,0,2,0,4036,3,0
4042,54,43300.0,0,1,1,2,1,4656,87,0
2157,53,26290.0,1,1,2,4,1,4565,49,0
10133,55,93790.0,0,0,0,1,0,4169,16,0
2525,51,38410.0,0,0,0,2,0,4685,65,0
8233,75,64866.0,0,1,1,2,1,4186,9,0
9483,66,57957.0,0,1,1,3,1,4346,24,1
2945,70,46015.0,1,1,2,4,1,4109,25,0
10403,47,16531.0,1,0,1,3,1,4043,43,0
5074,39,28072.0,1,0,1,3,1,4388,10,0
10524,62,49476.0,0,1,1,2,1,4406,29,0
4690,72,50725.0,0,1,1,3,1,4533,45,0
7521,73,83844.0,0,0,0,2,0,4445,57,0
7196,75,41145.0,1,1,2,4,1,4173,20,0
4406,55,67419.0,0,1,1,3,1,4561,29,0
9672,55,23162.0,1,1,2,4,1,4222,82,0
4864,48,34380.0,1,0,1,3,1,4455,68,0
4706,59,34704.0,0,1,1,2,1,4460,65,0
4070,56,94871.0,0,2,2,4,1,4698,99,0
25,67,65148.0,0,1,1,3,1,4622,9,0
3697,71,39898.0,0,1,1,3,1,4534,20,0
217,69,64857.0,0,0,0,1,0,4615,78,0
4220,55,59892.0,0,1,1,3,1,4271,26,0
5286,38,41020.0,0,0,0,1,0,4276,68,0
9559,64,57072.0,0,1,1,3,1,4188,79,0
2849,46,60474.0,0,1,1,2,1,4486,25,0
7787,65,62807.0,0,1,1,3,1,4699,83,0
3102,44,19414.0,1,0,1,3,1,4288,32,0
5868,45,19107.0,1,0,1,3,1,4343,49,0
8370,49,75484.0,0,1,1,3,1,4728,50,0
9988,49,70379.0,0,1,1,2,1,4515,84,0
2939,55,79419.0,0,0,0,2,0,4039,96,0
5529,79,64014.0,2,1,3,5,1,4051,56,0
9743,70,76998.0,0,1,1,3,1,4566,85,0
5763,53,49854.0,1,0,1,3,1,4263,63,0
3478,54,60585.0,1,1,2,4,1,4402,17,0
7494,75,42873.0,1,1,2,3,1,4556,11,0
1763,37,87679.0,0,0,0,2,0,4369,62,0
7250,47,57867.0,1,0,1,3,1,4303,48,0
2005,35,35765.0,1,0,1,3,1,4232,86,0
10770,66,65492.0,0,0,0,2,0,4186,73,0
6885,48,32952.0,1,0,1,2,1,4242,36,0
2072,56,53374.0,0,1,1,3,1,4714,34,0
9463,66,71706.0,0,1,1,3,1,4625,16,0
6318,37,68487.0,0,0,0,2,0,4564,48,0
4093,50,53253.0,1,1,2,4,1,4535,61,0
5751,52,31163.0,1,0,1,2,1,4168,54,0
3340,48,42014.0,1,0,1,3,1,4713,56,0
3594,52,54108.0,1,1,2,4,1,4633,74,0
3584,70,49667.0,0,0,0,1,0,4710,35,0
3643,51,63206.0,0,0,0,2,0,4133,65,0
851,53,57136.0,1,1,2,4,1,4387,48,0
7706,50,46772.0,0,1,1,3,1,4631,88,0
3967,54,78931.0,0,0,0,2,0,4279,19,0
10128,67,53977.0,0,1,1,3,1,4418,21,0
486,37,84219.0,0,0,0,2,0,4179,27,0
9,50,46098.0,1,1,2,3,1,4712,86,0
9451,60,73538.0,0,1,1,3,1,4613,92,0
9264,39,79529.0,0,0,0,2,0,4095,1,0
3865,48,20981.0,0,0,0,2,0,4457,14,0
2853,45,51766.0,1,0,1,2,1,4142,74,0
1490,63,55759.0,0,1,1,3,1,4610,84,0
6310,47,33039.0,1,0,1,3,1,4325,4,0
10380,53,37787.0,1,0,1,3,1,4314,50,0
3887,55,27242.0,1,0,1,2,1,4627,2,0
4278,42,87188.0,0,0,0,1,0,4423,73,0
8643,54,69930.0,0,0,0,2,0,4431,21,0
1998,49,37697.0,1,0,1,2,1,4174,82,0
10795,52,37401.0,1,0,1,3,1,4086,14,0
11110,52,3502.0,1,0,1,2,1,4474,56,0
2408,49,58597.0,1,1,2,4,1,4618,20,0
202,77,82032.0,0,0,0,1,0,4117,54,0
7998,67,28087.0,1,1,2,4,1,4597,77,0
830,38,74004.0,0,0,0,1,0,4157,5,0
3536,65,19740.0,0,1,1,3,1,4494,65,0
6050,50,57036.0,0,1,1,3,1,4597,33,0
125,67,53083.0,1,1,2,4,1,4442,65,0
3463,50,69283.0,0,1,1,3,1,4047,41,0
2804,50,46098.0,1,1,2,3,1,4712,86,0
3745,37,23331.0,1,0,1,3,1,4695,92,0
9771,37,23331.0,1,0,1,2,1,4664,97,0
451,36,9255.0,1,0,1,2,1,4223,91,0
10530,66,67786.0,0,0,0,1,0,4236,0,0
1079,54,71969.0,0,1,1,3,1,4653,59,0
8920,58,59235.0,1,0,1,2,1,4565,4,0
6678,36,31928.0,1,0,1,3,1,4125,5,0
3852,64,74881.0,1,1,2,4,1,4510,48,0
528,47,65819.0,0,0,0,2,0,4609,99,0
73,72,51411.0,1,2,3,4,1,4431,81,0
5589,61,51983.0,0,1,1,2,1,4699,95,0
10212,39,42386.0,1,0,1,3,1,4564,43,0
6365,38,30390.0,0,0,0,2,0,4332,5,0
5636,62,30983.0,0,0,0,1,0,4629,50,0
591,68,66033.0,0,1,1,2,1,4557,76,0
2217,50,37284.0,1,1,2,4,1,4489,46,0
2544,74,57530.0,0,1,1,2,1,4292,68,0
7725,60,76800.0,0,0,0,2,0,4145,33,0
8091,69,63943.0,0,1,1,3,1,4697,50,0
7321,63,76081.0,0,0,0,2,0,4069,85,0
